author,datasets_cited,num_datasets
"Jawata Afnan, Nicolás von Ellenrieder, Jean‐Marc Lina, Giovanni Pellegrino, Giorgio Arcara, Zhengchen Cai, Tanguy Hedrich, Chifaou Abdallah, Hassan Khajehpour, Birgit Frauscher, Jean Gotman, Christophe Grova",ds000247,1
"Jason da Silva Castanheira, Alex I. Wiesman, Justine Y Hansen, Bratislav Misic, Sylvain Baillet, John Breitner, Judes Poirier, Sylvain Baillet, Pierre Bellec, Véronique Bohbot, Mallar Chakravarty, Louis Collins, Pierre Etienne, Alan Evans, Serge Gauthier, Rick Hoge, Yasser Ituria-Medina, Gerhard Multhaup, Lisa-Marie Münter, Natasha Rajah, Pedro Rosa-Neto, Jean-Paul Soucy, Etienne Vachon-Presseau, Sylvia Villeneuve, Philippe Amouyel, Melissa Appleby, Nicholas Ashton, Daniel Auld, Gülebru Ayranci, Christophe Bedetti, Marie-Lise Beland, Kaj Blennow, Ann Brinkmalm Westman, Claudio Cuello, Mahsa Dadar, Leslie-Ann Daoust, Samir Das, Marina Dauar-Tedeschi, Louis De Beaumont, Doris Dea, Maxime Descoteaux, Marianne Dufour, Sarah Farzin, Fabiola Ferdinand, Vladimir Fonov, Julie Gonneaud, Justin Kat, Christina Kazazian, Anne Labonté, Marie-Elyse Lafaille-Magnan",ds000247,1
"Simon Little, James Bonaiuto, Sofie S. Meyer, José David López, Sven Bestmann, Gareth R. Barnes",ds000247,1
"Samir Das, Rida Abou-Haidar, Henri Rabalais, Sonia Denise Lai Wing Sun, Zaliqa Rosli, Krishna Chatpar, Marie‐Noëlle Boivin, Mahdieh Tabatabaei, Christine Rogers, Mélanie Legault, Derek Lo, Clotilde Degroot, Alain Dagher, Stephanie O. M. Dyke, Thomas M. Durcan, Annabel Seyller, Julien Doyon, Viviane Poupon, Edward A. Fon, Angela Genge, Guy A. Rouleau, Jason Karamchandani, Alan C. Evans",ds000247,1
"Hugo R. Jourde, Raphaëlle Merlo, Mary Brooks, Meredith L. Rowe, Emily B. J. Coffey",ds000247,1
"Peter Donhauser, Esther Florin, Sylvain Baillet",ds000247,1
"Yingfan Wang, Yihan Li, Fangling Sun, Yue Xu, Fengyuan Xu, Siyi Wang, Xiaoshan Wang",ds000247,1
"Jason da Silva Castanheira, Hector D. Orozco, Bratislav Mišić, Sylvain Baillet",ds000247,1
"Liz Izhikevich, Richard Gao, Erik Peterson, Bradley Voytek",ds000247,1
"Hugo R. Jourde, Emily B. J. Coffey",ds000247,1
"Arjan Hillebrand, William Gaetz, Paul L. Furlong, Alida A. Gouw, Cornelis J. Stam",ds000247,1
"Rodolfó R. Llinás, С.Д. Рыкунов, Kerry D. Walton, A.I. Boyko, М.Н. Устинин",ds000247,1
"William Wong, Rubén Herzog, Kátia C. Andrade, Thomas Andrillon, Dráulio Barros de Araújo, Isabelle Arnulf, Somayeh Ataei, Giulia Avvenuti, Benjamin Baird, Michele Bellesi, Damiana Bergamo, Giulio Bernardi, Mark Blagrove, Nicolas Decat, Çağatay Demirel, Martin Dresler, Jean‐Baptiste Eichenlaub, Valentina Elce, Steffen Gais, Luigi De Gennaro, Jarrod Gott, Chihiro Hiramatsu, Bjørn Erik Juel, Karen Konkoly, Deniz Kumral, Célia Lacaux, Joshua J. LaRocque, Bigna Lenggenhager, Remington Mallett, Sérgio Mota‐Rolim, Yuki Motomura, André Sevenius Nilsen, Valdas Noreika, Delphine Oudiette, Fernanda Palhano-Fontes, Jessica Palmieri, Ken A. Paller, Lampros Perogamvros, Antti Revonsuo, Elaine van Rijn, Serena Scarpelli, Monika Schönauer, Sarah F. Schoch, Francesca Siclari, Pilleriin Sikka, Johan F. Storm, Hiroshige Takeichi, Katja Valli, Erin J. Wamsley, Jennifer Windt",ds000247,1
"М.Н. Устинин, Andrii Boyko, С.Д. Рыкунов",ds000247,1
"R. Martos Calvo, Carles Martorell, Guillermo B. Morales, Serena Di Santo, Miguel A. Muñoz",ds000247,1
"S. Rykunov, E. S. Oplachko, M. Ustinin, Ekaterina Sergeevna",ds000247,1
"С.Д. Рыкунов, E.D. Rykunova, A.I. Boyko, М.Н. Устинин",ds000247,1
"Sylvia Villeneuve, Judes Poirier, John C.S. Breitner, Jennifer Tremblay‐Mercier, Jordana Remz, Jean‐Michel Raoult, Yara Yakoub, Jonathan Gallego‐Rudolf, Ting Qiu, Alfonso Fajardo Valdez, Béry Mohammediyan, Mohammadali Javanray, Amelie Metz, Safa Sanami, Valentin Ourry, Alfie Wearn, Alexandre Pastor‐Bernier, Manon Edde, Julie Gonneaud, Cherie Strikwerda‐Brown, Christine Tardif, Claudine Gauthier, Maxime Descoteaux, Mahsa Dadar, Étienne Vachon‐Presseau, Andrée‐Ann Baril, Simon Ducharme, Maxime Montembeault, Maiya R. Geddes, Jean‐Paul Soucy, Natasha Rajah, Robert Laforce, Christian Bocti, Christos Davatzikos, Pierre Bellec, Pedro Rosa‐Neto, Sylvain Baillet, Alan C. Evans, D. Louis Collins, M. Mallar Chakravarty, Kaj Blennow, Henrik Zetterberg, R. Nathan Spreng, Alexa Pichet Binette",ds000247,1
"Fangling Sun, Siyi Wang, Yingfan Wang, Jintao Sun, Yihan Li, Yanzhang Li, Yue Xu, Xiaoshan Wang",ds000247,1
"Tomohisa Asai, Shiho Kashihara, Shinya Chiyohara, Kentaro Hiromitsu, Hiroshi Imamizu",ds000247,1
"Hannah Bergwell, Michael P. Trevarrow, Elizabeth Heinrichs‐Graham, Anna Reelfs, Lauren R. Ott, Samantha H. Penhale, Tony W. Wilson, Max J. Kurz",ds000247,1
"М.Н. Устинин, С.Д. Рыкунов, A.I. Boyko, O.A. Maslova, Kerry D. Walton, Rodolfó R. Llinás",ds000247,1
Stavros I. Dimitriadis,ds000247,1
"Qiaoyu Chen, Craig McAllister, Mark T. Elliott, Kimron L. Shapiro, Simon Hanslmayr",ds000247,1
"Brenda Y. Angulo-Ruíz, Elena I. Rodríguez‐Martínez, Vanesa Muñoz, Carlos M. Gómez",ds000247,1
"Qian Wang, Pengfei Teng, Guoming Luan",ds000247,1
"Lydia Arana, Juan José Herrera-Morueco, Javier Santonja, Almudena Capilla",ds000247,1
"D. Calvetti, E. Somersalo",ds000247,1
"Pria L. Daniel, J. Bonaiuto, S. Bestmann, A. Aron, S. Little",ds000247,1
"M. Ustinin, A. Boyko, S. Rykunov",ds000247,1
"M. Ustinin, S. Rykunov, A. Boyko, O. Maslova, N. M. Pankratova",ds000247,1
"Jonathan Xu, Ugo Bruzadin Nunes, Wangshu Jiang, Samuel Ryther, J. Pringle, Paul S. Scotti, Arnaud Delorme, Reese Kneeland",ds000247,1
"P. Mouseli, B. Dunkley, M. Moayedi",ds000247,1
"Kanad N. Mandke, P. Tewarie, Peyman Adjamian, Martin Schürmann, J. Meier",ds000247,1
"Philippe Ciuciu, Patrice Abry, Biyu J. He",ds000248,1
"Patrice Abry, Herwig Wendt, Stéphane Jaffard, Gustavo Didier",ds000248,1
"Dominique Makowski, Tam Pham, Zen Juen Lau, Jan C. Brammer, François Lespinasse, Hung Pham, Christopher Schölzel, Shen‐Hsing Annabel Chen",ds000248,1
"Gaël Varoquaux, Pradeep Reddy Raamana, Denis A. Engemann, Andrés Hoyos-Idrobo, Yannick Schwartz, Bertrand Thirion",ds000248,1
"Nikolaas N. Oosterhof, Andrew C. Connolly, James V. Haxby",ds000248,1
"Jona Sassenhagen, Dejan Draschkow",ds000248,1
"Jan Claassen, Kevin Doyle, Adu Matory, Caroline Couch, Kelly M. Burger, Ángela Velázquez, Joshua U. Okonkwo, Jean-Rémi King, Soojin Park, Sachin Agarwal, David Roh, Murad Megjhani, Andrey Eliseyev, E. Sander Connolly, Benjamin Rohaut",ds000248,1
"Sean L. Metzger, Kaylo T. Littlejohn, Alexander B. Silva, David A. Moses, Margaret P. Seaton, Ran Wang, Maximilian E. Dougherty, Jessie R. Liu, Peter Wu, Michael A. Berger, Inga Zhuravleva, Adelyn Tu-Chan, Karunesh Ganguly, Gopala K. Anumanchipalli, Edward F. Chang",ds000248,1
"Leonhard Waschke, Niels A Kloosterman, Jonas Obleser, Douglas D. Garrett",ds000248,1
"Charlotte Caucheteux, Alexandre Gramfort, Jean-Rémi King",ds000248,1
"Michel‐Pierre Coll, Hannah Hobson, Geoffrey Bird, Jennifer Murphy",ds000248,1
"Allison C. Nugent, Elizabeth D. Ballard, Todd D. Gould, Lawrence T. Park, Ruin Moaddel, Nancy E. Brutsché, Carlos A. Zarate",ds000248,1
"Oula Puonti, Koen Van Leemput, Guilherme B. Saturnino, Hartwig R. Siebner, Kristoffer H. Madsen, Axel Thielscher",ds000248,1
"Jean-Rémi King, Niccolò Pescetelli, Stanislas Dehaene",ds000248,1
"Denis A. Engemann, Alexandre Gramfort",ds000248,1
"Paolo Maria Rossini, Riccardo Di Iorio, F. Vecchio, Maria Anfossi, Claudio Babiloni, Marco Bozzali, Amalia C. Bruni, Stefano F. Cappa, Javier Escudero, Francisco J. Fraga, Pantéleimon Giannakopoulos, Bahar Güntekin, Giancarlo Logroscino, Camillo Marra, Francesca Miraglia, Francesco Panza, Franca Tecchio, Álvaro Pascual‐Leone, Bruno Dubois",ds000248,1
"Sinead Gaubert, Federico Raimondo, Marion Houot, Marie‐Constance Corsi, Lionel Naccache, Jacobo Sitt, Bertrand Hermann, Delphine Oudiette, Geoffroy Gagliardi, Marie-Odile Habert, Bruno Dubois, Fabrizio De Vico Fallani, Hovagim Bakardjian, Stéphane Epelbaum, Alzheimer’s Disease Neuroimaging Initiative",ds000248,1
"Esti Blanco-Elorrieta, Liina Pylkkänen",ds000248,1
"Darinka Trübutschek, Sébastien Marti, Andrés Ojeda, Jean-Rémi King, Yuanyuan Mi, Misha Tsodyks, Stanislas Dehaene",ds000248,1
"Peter Donhauser, Sylvain Baillet",ds000248,1
"Natalie Schaworonkow, Bradley Voytek",ds000248,1
"Malik Muhammad Naeem Mannan, Muhammad Ahmad Kamran, Myung Yung Jeong","ds000248,ds001810",2
"Inga Korolczuk, Borı́s Burle, Jennifer T. Coull, Kamila Śmigasiewicz",ds000248,1
"Claire Sergent, Martina Corazzol, Ghislaine Labouret, François Stockart, Mark Wexler, Jean-Rémi King, Florent Meyniel, Daniel Pressnitzer",ds000248,1
"Philipp Thölke, Yorguin-José Mantilla-Ramos, Hamza Abdelhedi, Charlotte Maschke, Arthur Dehgan, Yann Harel, Anirudha Kemtur, Loubna Mekki Berrada, Myriam Sahraoui, Tammy Young, Antoine Bellemare, Clara El Khantour, Mathieu Landry, Annalisa Pascarella, Vanessa Hadid, Etienne Combrisson, Jordan O’Byrne, Karim Jerbi",ds000248,1
"Jordy Tasserie, Lynn Uhrig, Jacobo Sitt, Dragana Manasova, Morgan Dupont, Stanislas Dehaene, Béchir Jarraya",ds000248,1
"Ethan R. Buch, Leonardo Claudino, Romain Quentin, Marlene Bönstrup, Leonardo Cohen",ds000248,1
"Obada Al Zoubi, Chung Ki Wong, Rayus Kuplicki, Hung‐Wen Yeh, Ahmad Mayeli, Hazem H. Refai, Martin P. Paulus, Jerzy Bodurka",ds000248,1
"Adam Li, Chester Huynh, Zachary Fitzgerald, Iahn Cajigas, Damian Brusko, Jonathan Jagid, Angel Claudio, Andrés M. Kanner, Jennifer L. Hopp, Stephanie Chen, Jennifer Haagensen, Emily L. Johnson, William S. Anderson, Nathan E. Crone, Sara K. Inati, Kareem A. Zaghloul, Juan Bulacio, Jorge González-Martínez, Sridevi V. Sarma",ds000248,1
"Bruno Colombet, Marmaduke Woodman, J. Badier, Christian Bénar",ds000248,1
"Espen Hagen, Solveig Næss, Torbjørn V. Ness, Gaute T. Einevoll",ds000248,1
"Stefan Haufe, Arne Ewald",ds000248,1
"Christian Brodbeck, Alessandro Presacco, Jonathan Z. Simon",ds000248,1
"Denis A. Engemann, Oleh Kozynets, David Sabbagh, G Lemaître, Gaël Varoquaux, Franziskus Liem, Alexandre Gramfort",ds000248,1
"Odile Feys, Pierre Corvilain, Alec Aeby, Claudine Sculier, Niall Holmes, Matthew J. Brookes, Serge Goldman, Vincent Wens, Xavier De Tiège",ds000248,1
"Anne Kösem, Alexandre Gramfort, Virginie van Wassenhove",ds000248,1
"April R. Levin, Adriana S. Méndez Leal, Laurel J. Gabard‐Durnam, Heather M. O’Leary",ds000248,1
"Robert Luke, Eric B. Larson, Maureen J. Shader, Hamish Innes-Brown, Lindsey Van Yper, Adrian K. C. Lee, Paul F. Sowman, David McAlpine",ds000248,1
"Pilar Garcés, David López‐Sanz, Fernando Maestú, Ernesto Pereda",ds000248,1
"Maren Stropahl, Anna‐Katharina R. Bauer, Stefan Debener, Martin G. Bleichner",ds000248,1
"Britta U. Westner, Sarang S. Dalal, Alexandre Gramfort, Vladimir Litvak, John C. Mosher, Robert Oostenveld, Jan‐Mathijs Schoffelen",ds000248,1
"Samuel A. Neymotin, Dylan S Daniels, Blake Caldwell, Robert A. McDougal, Nicholas T. Carnevale, Mainak Jas, Christopher I. Moore, Michael L. Hines, Matti Hämäläinen, Stephanie R. Jones",ds000248,1
"Bruno Nicenboim, Shravan Vasishth, Frank Rösler",ds000248,1
"Rattanaphon Chaisaen, Phairot Autthasan, Nopparada Mingchinda, Pitshaporn Leelaarporn, Narin Kunaseth, Suppakorn Tammajarung, Poramate Manoonpong, Subhas Chandra Mukhopadhyay, Theerawit Wilaiprasitporn",ds000248,1
"Anaël Ayrolles, Florence Brun, Yi‐Ping Phoebe Chen, Amir Djalovski, Yann Beauxis, Richard Delorme, Thomas Bourgeron, Suzanne Dikker, Guillaume Dumas",ds000248,1
"Federico Raimondo, Benjamin Rohaut, Athéna Demertzi, Mélanie Valente, Denis A. Engemann, Moti Salti, Diego Fernández Slezak, Lionel Naccache, Jacobo Sitt",ds000248,1
"Lau M. Andersen, Michael N. Pedersen, Kristian Sandberg, Morten Overgaard",ds000248,1
"Chris Holdgraf, Wendy de Heer, Brian N. Pasley, Jochem W. Rieger, Nathan E. Crone, Jack J. Lin, Robert T. Knight, Frédéric E. Theunissen",ds000248,1
"Niels Trusbak Haumann, Lauri Parkkonen, Marina Kliuchko, Peter Vuust, Elvira Brattico",ds000248,1
"Cédric Rommel, Joseph Paillard, Thomas Moreau, Alexandre Gramfort",ds000248,1
"C. Kothe, Seyed Yahya Shirazi, Tristan Stenner, David Medine, Chadwick Boulay, Matthew I. Grivich, Fiorenzo Artoni, Tim Mullen, Arnaud Delorme, Scott Makeig",ds000248,1
"William Matchin, Christian Brodbeck, Christopher Hammerly, Ellen Lau",ds000248,1
"Rui Sun, Abbas Sohrabpour, Gregory A. Worrell, Bin He",ds000248,1
"Peter R. Murphy, Niklas Wilming, Diana C. Hernandez-Bocanegra, Genís Prat-Ortega, Tobias H. Donner",ds000248,1
"Octave Etard, Mikolaj Kegler, Chananel Braiman, Antonio Elia Forte, Tobias Reichenbach",ds000248,1
"Salman E. Qasim, Uma R. Mohan, Joel M. Stein, Joshua Jacobs",ds000248,1
"Thomas Andrillon, Geoffroy Solelhac, Paul Bouchequet, Francesco Romanò, Max-Pol Le Brun, M. Brigham, Mounir Chennaoui, Damien Léger",ds000248,1
"John G. Samuelsson, Noam Peled, Fahimeh Mamashli, Jyrki Ahveninen, Matti Hämäläinen",ds000248,1
"N. N. Ahmed, Jeevan Medikonda",ds000248,1
"Jean-R'emi King, Corentin Bel, L. Evanson, Julien Gadonneix, Sophia Houhamdi, Jarod L'evy, Jos'ephine Raugel, Andrea Santos Revilla, Mingfang Zhang, Julie Bonnaire, Charlotte Caucheteux, Alexandre D'efossez, T. Desbordes, Pablo J. Diego-Sim'on, S. Khanna, Juliette Millet, Pierre Orhan, S. Panchavati, Antoine Ratouchniak, A. Thual, Teon L Brooks, K. Begany, Yohann Benchetrit, Marlène Careil, Hubert J. Banville, Stéphane d’Ascoli, Simon Dahan, Jérémy Rapin",ds000248,1
"Fabricio Cravo, R. Rodriguez, Alfonso Nieto-Castañón, Stephanie Noble",ds000248,1
"Andrea Antal, Ivan Alekseichuk, Marom Bikson, Jürgen Brockmöller, André R. Brunoni, Robert Chen, Leonardo G. Cohen, G. Dowthwaite, Jens Ellrich, Agnes Flöel, Felipe Fregni, Mark S. George, Roy H. Hamilton, Jens Haueisen, Christoph S. Herrmann, Friedhelm C. Hummel, Jean‐Pascal Lefaucheur, David Liebetanz, Colleen Loo, Colin McCaig, Carlo Miniussi, Pedro C. Miranda, Vera Moliadze, Michael A. Nitsche, Rafał Nowak, Frank Padberg, Álvaro Pascual‐Leone, Wigand Poppendieck, Alberto Priori, Símone Rossi, Paolo Maria Rossini, John C. Rothwell, Maria Adele Rueger, Giulio Ruffini, Klaus Schellhorn, HR Siebner, Yoshikazu Ugawa, Anna Wexler, Ulf Ziemann, Mark Hallett, Walter Paulus",ds001810,1
"Rafael Polanía, Michael A. Nitsche, Christian C. Ruff",ds001810,1
"Anli Liu, Mihály Vöröslakos, Greg Kronberg, Simon Henin, Matthew R. Krause, Yu Huang, Alexander Opitz, Ashesh D. Mehta, Christopher C. Pack, Bart Krekelberg, Antal Berényi, Lucas C. Parra, Lucía Melloni, Orrin Devinsky, György Buzsáki",ds001810,1
"Yu Huang, Anli Liu, Belen Lafon, Daniel Friedman, Michael Dayan, Xiuyuan Wang, Marom Bikson, Werner Doyle, Orrin Devinsky, Lucas C. Parra",ds001810,1
"Matthew R. Krause, Pedro G. Vieira, Bennett A. Csorba, Praveen K. Pilly, Christopher C. Pack",ds001810,1
"Osama Elyamany, Gregor Leicht, Christoph S. Herrmann, Christoph Mulert",ds001810,1
"Til Ole Bergmann, Gesa Hartwigsen",ds001810,1
"Gregor Thut, Til Ole Bergmann, Flavio Frӧhlich, Surjo R. Soekadar, John‐Stuart Brittain, Antoni Valero‐Cabré, Alexander T. Sack, Carlo Miniussi, Andrea Antal, Hartwig R. Siebner, Ulf Ziemann, Christoph S. Herrmann",ds001810,1
"Inês R. Violante, Lucia M. Li, David W. Carmichael, Romy Lorenz, Robert Leech, Adam Hampshire, John C. Rothwell, David Sharp",ds001810,1
"Luke A. Johnson, Ivan Alekseichuk, Jordan Krieg, Alex Doyle, Ying Yu, Jerrold L. Vitek, Matthew D. Johnson, Alexander Opitz",ds001810,1
"Amir Vala Tavakoli, Kyongsik Yun",ds001810,1
"Miles Wischnewski, Ivan Alekseichuk, Alexander Opitz",ds001810,1
"Florian H. Kasten, Katharina Duecker, Marike C. Maack, Arnd Meiser, Christoph S. Herrmann",ds001810,1
"Florian H. Kasten, Christoph S. Herrmann",ds001810,1
"Wei Angel Huang, Iain Stitt, Ehsan Negahbani, D. J. Passey, Sangtae Ahn, Marshall Davey, Moritz Dannhauer, Thien T. Doan, Anna C. Hoover, Angel V. Peterchev, Susanne Radtke‐Schuller, Flavio Frӧhlich",ds001810,1
"Vogeti Sreekari, Cindy Boetzel, Christoph S. Herrmann",ds001810,1
"Matthew R. Krause, Pedro G. Vieira, Jean‐Philippe Thivierge, Christopher C. Pack",ds001810,1
Robert M. G. Reinhart,ds001810,1
"Nicholas S. Bland, Martin V. Sale",ds001810,1
"Toralf Neuling, Philipp Ruhnau, Nathan Weisz, Christoph S. Herrmann, Gianpaolo Demarchi",ds001810,1
"Pedro G. Vieira, Matthew R. Krause, Christopher C. Pack",ds001810,1
"Ghazaleh Soleimani, Michael A. Nitsche, Til Ole Bergmann, Farzad Towhidkhah, Inês R. Violante, Romy Lorenz, Rayus Kuplicki, Aki Tsuchiyagaito, Beni Mulyana, Ahmad Mayeli, Peyman Ghobadi‐Azbari, Mohsen Mosayebi-Samani, Anna Zilverstand, Martin P. Paulus, Marom Bikson, Hamed Ekhtiari",ds001810,1
"Magdalena Nowak, Catharina Zich, Charlotte J. Stagg",ds001810,1
"Nima Noury, Markus Siegel",ds001810,1
"Alexander Opitz, Arnaud Falchier, Gary Linn, Michael P. Milham, Charles E. Schroeder",ds001810,1
"Bettina C. Schwab, Jonas Misselhorn, Andreas K. Engel",ds001810,1
"Bankim Subhash Chander, Matthias Witkowski, Christoph Braun, Stephen E. Robinson, Jan Born, Leonardo G. Cohen, Niels Birbaumer, Surjo R. Soekadar",ds001810,1
"Tjeerd W. Boonstra, Stevan Nikolin, Ann-Christin Meisener, Donel Martin, Colleen Loo",ds001810,1
"Valeriia Beliaeva, Iurii Savvateev, Valerio Zerbi, Rafael Polanía",ds001810,1
"Marina Fiene, Bettina C. Schwab, Jonas Misselhorn, Christoph S. Herrmann, Till R. Schneider, Andreas K. Engel",ds001810,1
"Nigel Gebodh, Zeinab Esmaeilpour, Devin Adair, Kenneth C. Chelette, Jacek Dmochowski, Adam J. Woods, Emily S. Kappenman, Lucas C. Parra, Marom Bikson",ds001810,1
"Jim Herring, Sophie Esterer, Tom R. Marshall, Ole Jensen, Til Ole Bergmann",ds001810,1
"Florian H. Kasten, Ehsan Negahbani, Flavio Frӧhlich, Christoph S. Herrmann",ds001810,1
"Jonas Misselhorn, Bettina C. Schwab, Till R. Schneider, Andreas K. Engel",ds001810,1
"Iñaki Iturrate, Michael Pereira, José del R. Millán",ds001810,1
"David Haslacher, Khaled Nasr, Stephen E. Robinson, Christoph Braun, Surjo R. Soekadar",ds001810,1
"Luca Battaglini, Andrea Ghiani, Clara Casco, Luca Ronconi",ds001810,1
"Siddharth Kohli, Alexander J. Casson",ds001810,1
"Matteo Mancini, Debora Brignani, Silvia Conforto, Piercarlo Mauri, Carlo Miniussi, Maria Concetta Pellicciari",ds001810,1
"Bettina C. Schwab, Peter König, Andreas K. Engel",ds001810,1
"Florian H. Kasten, Burkhard Maeß, Christoph S. Herrmann",ds001810,1
"Maria-Lisa Kleinert, Caroline Szymanski, Viktor Müller",ds001810,1
"Selma K. Kemmerer, Alexander T. Sack, Tom A. de Graaf, Sanne ten Oever, Peter De Weerd, Teresa Schuhmann",ds001810,1
"Christoph S. Herrmann, Daniel Strüber",ds001810,1
"Tiam Hosseinian, Fatemeh Yavari, Maria Chiara Biagi, Min‐Fang Kuo, Giulio Ruffini, Michael A. Nitsche, Asif Jamil",ds001810,1
"Soojin Lee, Martin J. McKeown, Z. Jane Wang, Xun Chen",ds001810,1
"Farrokh Mansouri, Peter Fettes, Laura Schulze, Peter Giacobbe, José Zariffa, Jonathan Downar",ds001810,1
"Julià L. Amengual, Marine Vernet, Claude Adam, Antoni Valero‐Cabré",ds001810,1
"Ivan Alekseichuk, Zsolt Turi, Sibel Veit, Walter Paulus",ds001810,1
"Jan‐Ole Radecke, Marina Fiene, Jonas Misselhorn, Christoph S. Herrmann, Andreas K. Engel, Carsten H. Wolters, Till R. Schneider",ds001810,1
"Christine M. Schubert, Alhuda Dabbagh, Joseph Claßen, Ulrike M. Krämer, Elinor Tzvi",ds001810,1
"Heiko I. Stecher, Annika Notbohm, Florian H. Kasten, Christoph S. Herrmann",ds001810,1
"J.H. Meier, Guido Nolte, Till R. Schneider, Andreas K. Engel, Gregor Leicht, Christoph Mulert",ds001810,1
"Sankaraleengam Alagapan, Hae Won Shin, Flavio Frӧhlich, Hau‐Tieng Wu",ds001810,1
"Flavio Frӧhlich, Leah Townsend",ds001810,1
"Fabian Popp, Isa Dallmer‐Zerbe, Alexandra Philipsen, Christoph S. Herrmann",ds001810,1
"James Dowsett, Christoph S. Herrmann, Marianne Dieterich, Paul C.J. Taylor",ds001810,1
"David Haslacher, Asmita Narang, Rodika Sokoliuk, Alessia Cavallo, Philipp Reber, Khaled Nasr, Emiliano Santarnecchi, Surjo R. Soekadar",ds001810,1
"Carsten Thiele, Tino Zaehle, Aiden Haghikia, Philipp Ruhnau",ds001810,1
"Marina Fiene, Jan‐Ole Radecke, Jonas Misselhorn, Malte Sengelmann, Christoph S. Herrmann, Till R. Schneider, Bettina C. Schwab, Andreas K. Engel",ds001810,1
"Vanessa D. Hohn, Elisabeth S. May, Markus Ploner",ds001810,1
"Federico Barban, Michela Chiappalone, Gaia Bonassi, Dante Mantini, Marianna Semprini",ds001810,1
"Andra Coldea, Stéphanie Morand, Domenica Veniero, Monika Harvey, Gregor Thut",ds001810,1
"A Fabbrini, Andrea Guerra, Margherita Giangrosso, Nicoletta Manzo, Giorgio Leodori, Patrizio Pasqualetti, Antonella Conte, Vincenzo Di Lazzaro, Alfredo Berardelli",ds001810,1
"Amani Yousef Owda, Alexander J. Casson",ds001810,1
"Kyra Kannen, Behrem Aslan, Cindy Boetzel, Christoph S. Herrmann, Silke Lux, Helena Rosén, Benjamin Selaskowski, Annika Wiebe, Alexandra Philipsen, Niclas Braun",ds001810,1
"Flavio Frӧhlich, Caroline Lustenberger",ds001810,1
"Mária Orendáčová, Eugen Kvašňák",ds001810,1
"David Haslacher, Alessia Cavallo, Philipp Reber, Anna Kattein, Moritz Thiele, Khaled Nasr, Kimia Hashemi, Rodika Sokoliuk, Gregor Thut, Surjo R. Soekadar",ds001810,1
"Yuchen He, Shuang Liu, Long Chen, Yufeng Ke, Dong Ming",ds001810,1
"Johannes Vosskuhl, Tuomas P. Mutanen, Toralf Neuling, Risto J. Ilmoniemi, Christoph S. Herrmann",ds001810,1
"Xuanteng Yan, Marie-Helene Boudrias, Georgios D. Mitsis",ds001810,1
"Yao Wang, Limeng Shi, Gaoyuan Dong, Zuoying Zhang, Ruijuan Chen",ds001810,1
"Nigel Gebodh, Zeinab Esmaeilpour, Devin Adair, Pedro Schestattsky, Felipe Fregni, Marom Bikson",ds001810,1
"Sven Storch, Montana Samantzis, Matilde Balbi",ds001810,1
"Petteri Hyvärinen, Dawoon Choi, Gianpaolo Demarchi, Antti A. Aarnisalo, Nathan Weisz",ds001810,1
"Tingni Li, Yichen Chang, Shuzhi Zhao, Jeffery A. Jones, Xi Chen, Chu Gan, Xiuqin Wu, Guangyan Dai, Jingting Li, Ying Shen, Peng Liu, Hanjun Liu",ds001810,1
"Linus Haberbosch, Sein Schmidt, Andreas Jooß, Arvid Köhn, Leonard Kozarzewski, Maria Rönnefarth, Michael Scholz, Stephan A. Brandt",ds001810,1
"Andrea Antal, Jovana Bjekić, Ana Ganho-Ávila, Ivan Alekseichuk, Sara Assecondi, Til Ole Bergmann, Marom Bikson, Jérôme Brunelin, André R. Brunoni, Leigh Charvet, Robert Chen, Roi Cohen Kadosh, Lukas Diedrich, Giordano D’Urso, Roberta Ferrucci, Saša R. Filipović, Paul B. Fitzgerald, Agnes Flöel, Flavio Frӧhlich, Mark S. George, Roy H. Hamilton, Jens Haueisen, Mark Hallett, Christoph S. Herrmann, Friedhelm C. Hummel, Shapour Jaberzadeh, B. Langguth, Michal Lavidor, Jean‐Pascal Lefaucheur, Carlo Miniussi, Vera Moliadze, Mika Nikander, Stevan Nikolin, Michael A. Nitsche, Alexander Opitz, Jacinta O’Shea, F. Padberg, Christian Plewnia, Alberto Priori, Perianen Ramasawmy, Laís B. Razza, Símone Rossi, John C. Rothwell, Maria Adele Rueger, Giulio Ruffini, Alexander T. Sack, Ricardo Salvador, Klaus Schellhorn, Teresa Schuhmann, Y. Shirota",ds001810,1
"Shahid Bashir, Woo‐Kyoung Yoo",ds001810,1
"Minmin Wang, Tao Feng, Hongjie Jiang, Junming Zhu, Wuwei Feng, Pratik Y. Chhatbar, Jianmin Zhang, Shaomin Zhang",ds001810,1
"Jaime Ibáñez, Blanka Zicher, Katlyn E. Brown, Lorenzo Rocchi, Francesco Casolo, Alessandro Del Vecchio, Danny Spampinato, Carole‐Anne Vollette, John C. Rothwell, Stuart N. Baker, Dario Farina",ds001810,1
"Roberto Guarnieri, Alfredo Brancucci, Anita D’Anselmo, Valerio Manippa, Stephan P. Swinnen, Franca Tecchio, Dante Mantini",ds001810,1
"Alik S. Widge, Matthew Boggess, Alexander P. Rockhill, Andrew C Mullen, Shivani Sheopory, Roman Loonis, D. Freeman, Earl K. Miller",ds001810,1
